"Date","Price","Open","High","Low","Vol.","Change %"
"01/02/2024","18,400.0","18,500.0","18,500.0","18,300.0","419.50K","-0.27%"
"12/29/2023","18,450.0","18,260.0","18,450.0","18,250.0","578.50K","1.15%"
"12/28/2023","18,240.0","18,050.0","18,240.0","18,050.0","308.10K","0.00%"
"12/27/2023","18,240.0","18,200.0","18,240.0","18,010.0","43.40K","0.22%"
"12/26/2023","18,200.0","18,080.0","18,200.0","17,910.0","491.00K","0.00%"
"12/25/2023","18,200.0","18,020.0","18,200.0","17,950.0","41.60K","0.61%"
"12/22/2023","18,090.0","17,910.0","18,090.0","17,710.0","212.70K","1.29%"
"12/21/2023","17,860.0","17,850.0","17,860.0","17,700.0","10.60K","0.06%"
"12/20/2023","17,850.0","17,810.0","17,850.0","17,690.0","40.90K","0.17%"
"12/19/2023","17,820.0","17,620.0","17,820.0","17,510.0","414.10K","1.14%"
"12/18/2023","17,620.0","17,980.0","17,980.0","17,620.0","334.60K","-2.06%"
"12/15/2023","17,990.0","18,010.0","18,020.0","17,830.0","570.20K","0.00%"
"12/14/2023","17,990.0","18,220.0","18,220.0","17,900.0","581.20K","-0.06%"
"12/13/2023","18,000.0","18,220.0","18,300.0","17,960.0","1.62M","-1.80%"
"12/12/2023","18,330.0","18,390.0","18,390.0","18,170.0","208.60K","0.22%"
"12/11/2023","18,290.0","18,340.0","18,340.0","18,140.0","63.50K","-0.49%"
"12/08/2023","18,380.0","18,360.0","18,400.0","18,220.0","330.30K","0.55%"
"12/07/2023","18,280.0","18,270.0","18,480.0","18,080.0","2.21M","0.05%"
"12/06/2023","18,270.0","18,180.0","18,270.0","18,080.0","74.00K","1.05%"
"12/05/2023","18,080.0","18,490.0","18,490.0","18,080.0","1.01M","-1.26%"
"12/04/2023","18,310.0","17,840.0","18,310.0","17,840.0","238.60K","2.63%"
"12/01/2023","17,840.0","17,820.0","17,840.0","17,600.0","318.40K","0.11%"
"11/30/2023","17,820.0","17,900.0","17,950.0","17,800.0","126.20K","-0.45%"
"11/29/2023","17,900.0","17,700.0","17,900.0","17,700.0","597.10K","1.36%"
"11/28/2023","17,660.0","17,680.0","17,800.0","17,400.0","206.40K","-0.06%"
"11/27/2023","17,670.0","17,860.0","17,910.0","17,660.0","600.00K","-0.79%"
"11/24/2023","17,810.0","18,250.0","18,250.0","17,520.0","951.30K","-0.61%"
"11/23/2023","17,920.0","18,360.0","18,500.0","17,920.0","12.00K","-2.34%"
"11/22/2023","18,350.0","18,070.0","18,360.0","18,070.0","3.40K","-0.05%"
"11/21/2023","18,360.0","18,400.0","18,400.0","18,240.0","90.70K","0.22%"
"11/20/2023","18,320.0","18,000.0","18,320.0","17,840.0","18.50K","0.55%"
"11/17/2023","18,220.0","18,950.0","18,950.0","18,130.0","210.20K","-1.62%"
"11/16/2023","18,520.0","18,560.0","18,590.0","18,400.0","70.60K","-0.96%"
"11/15/2023","18,700.0","18,730.0","18,850.0","18,550.0","1.39M","1.80%"
"11/14/2023","18,370.0","18,090.0","18,510.0","18,090.0","703.10K","2.34%"
"11/13/2023","17,950.0","18,170.0","18,170.0","17,880.0","1.31M","-0.44%"
"11/10/2023","18,030.0","18,360.0","18,360.0","18,000.0","1.55M","-2.01%"
"11/09/2023","18,400.0","18,310.0","18,530.0","18,270.0","3.24M","0.71%"
"11/08/2023","18,270.0","17,680.0","18,270.0","17,560.0","11.10K","3.34%"
"11/07/2023","17,680.0","18,190.0","18,190.0","17,630.0","44.90K","-0.90%"
"11/06/2023","17,840.0","18,150.0","18,150.0","17,750.0","38.10K","0.73%"
"11/03/2023","17,710.0","18,070.0","18,200.0","17,590.0","46.80K","0.74%"
"11/02/2023","17,580.0","17,410.0","18,100.0","17,100.0","64.10K","3.90%"
"11/01/2023","16,920.0","16,920.0","17,200.0","16,730.0","36.10K","-1.91%"
"10/31/2023","17,250.0","17,490.0","17,490.0","16,680.0","74.80K","-0.81%"
"10/30/2023","17,390.0","17,400.0","17,400.0","17,170.0","66.40K","0.00%"
"10/27/2023","17,390.0","17,980.0","17,980.0","17,150.0","281.20K","-3.28%"
"10/26/2023","17,980.0","18,540.0","18,540.0","17,440.0","126.00K","-4.11%"
"10/25/2023","18,750.0","18,100.0","18,750.0","18,030.0","58.40K","3.59%"
"10/24/2023","18,100.0","17,880.0","18,100.0","17,870.0","1.37M","1.23%"
"10/23/2023","17,880.0","18,030.0","18,060.0","17,770.0","48.00K","-0.06%"
"10/20/2023","17,890.0","17,810.0","18,030.0","17,670.0","504.00K","0.51%"
"10/19/2023","17,800.0","18,160.0","18,160.0","17,800.0","278.40K","-1.49%"
"10/18/2023","18,070.0","18,450.0","18,460.0","17,800.0","377.00K","-2.11%"
"10/17/2023","18,460.0","18,600.0","18,680.0","18,450.0","14.80K","-0.59%"
"10/16/2023","18,570.0","18,570.0","18,750.0","18,450.0","20.30K","0.00%"
"10/13/2023","18,570.0","18,650.0","18,880.0","18,570.0","60.50K","-0.43%"
"10/12/2023","18,650.0","18,750.0","18,910.0","18,500.0","352.20K","-0.53%"
"10/11/2023","18,750.0","18,730.0","18,750.0","18,600.0","8.70K","0.11%"
"10/10/2023","18,730.0","18,500.0","18,730.0","18,500.0","19.90K","2.63%"
"10/09/2023","18,250.0","18,170.0","18,570.0","18,170.0","385.80K","0.44%"
"10/06/2023","18,170.0","18,170.0","18,250.0","17,900.0","99.10K","0.00%"
"10/05/2023","18,170.0","18,330.0","18,330.0","18,050.0","143.10K","0.00%"
"10/04/2023","18,170.0","17,870.0","18,290.0","17,800.0","291.90K","1.17%"
"10/03/2023","17,960.0","18,600.0","18,600.0","17,830.0","705.50K","-3.85%"
"10/02/2023","18,680.0","18,650.0","18,700.0","18,600.0","15.90K","0.16%"
"09/29/2023","18,650.0","18,600.0","19,800.0","18,600.0","226.90K","0.27%"
"09/28/2023","18,600.0","19,780.0","19,780.0","18,250.0","1.32M","0.38%"
"09/27/2023","18,530.0","18,390.0","18,560.0","18,200.0","876.40K","0.54%"
"09/26/2023","18,430.0","18,930.0","18,930.0","18,380.0","1.99M","-3.00%"
"09/25/2023","19,000.0","19,200.0","19,220.0","18,550.0","297.70K","-1.71%"
"09/22/2023","19,330.0","19,630.0","19,630.0","18,930.0","357.00K","-1.53%"
"09/21/2023","19,630.0","19,950.0","19,980.0","19,630.0","122.20K","-1.60%"
"09/20/2023","19,950.0","19,850.0","20,030.0","19,830.0","213.50K","1.17%"
"09/19/2023","19,720.0","19,970.0","19,970.0","19,670.0","26.50K","-1.25%"
"09/18/2023","19,970.0","19,990.0","19,990.0","19,700.0","550.10K","0.35%"
"09/15/2023","19,900.0","19,830.0","20,120.0","19,830.0","1.48M","0.25%"
"09/14/2023","19,850.0","19,910.0","20,150.0","19,810.0","1.48M","-0.40%"
"09/13/2023","19,930.0","20,500.0","20,500.0","19,550.0","210.90K","0.00%"
"09/12/2023","19,930.0","19,530.0","19,950.0","19,520.0","106.90K","2.05%"
"09/11/2023","19,530.0","20,000.0","20,000.0","18,790.0","3.71M","-1.51%"
"09/08/2023","19,830.0","19,960.0","19,960.0","19,830.0","9.60K","-0.65%"
"09/07/2023","19,960.0","20,000.0","20,150.0","19,800.0","1.10M","1.27%"
"09/06/2023","19,710.0","19,870.0","19,870.0","19,550.0","1.08M","0.31%"
"09/05/2023","19,650.0","19,530.0","19,820.0","19,530.0","362.50K","0.77%"
"08/31/2023","19,500.0","19,260.0","19,550.0","19,260.0","274.60K","1.35%"
"08/30/2023","19,240.0","19,070.0","19,350.0","19,060.0","198.50K","0.84%"
"08/29/2023","19,080.0","18,820.0","19,100.0","18,820.0","154.20K","0.79%"
"08/28/2023","18,930.0","18,800.0","19,020.0","18,760.0","754.80K","1.01%"
"08/25/2023","18,740.0","18,800.0","18,900.0","18,720.0","169.10K","-0.27%"
"08/24/2023","18,790.0","19,000.0","19,000.0","18,650.0","25.70K","0.75%"
"08/23/2023","18,650.0","19,700.0","19,700.0","18,530.0","257.00K","1.19%"
"08/22/2023","18,430.0","18,560.0","18,780.0","18,130.0","306.10K","-0.70%"
"08/21/2023","18,560.0","18,450.0","18,700.0","18,180.0","260.50K","0.60%"
"08/18/2023","18,450.0","19,300.0","19,300.0","18,400.0","295.80K","-4.40%"
"08/17/2023","19,300.0","19,380.0","19,540.0","19,300.0","895.40K","-0.41%"
"08/16/2023","19,380.0","19,210.0","19,380.0","19,140.0","1.10M","1.36%"
"08/15/2023","19,120.0","19,030.0","19,310.0","19,030.0","143.00K","0.58%"
"08/14/2023","19,010.0","19,040.0","19,220.0","19,010.0","146.50K","0.21%"
"08/11/2023","18,970.0","19,100.0","19,100.0","18,810.0","31.20K","-0.68%"
"08/10/2023","19,100.0","19,350.0","19,350.0","18,850.0","127.60K","-0.05%"
"08/09/2023","19,110.0","19,200.0","19,200.0","19,000.0","161.60K","-0.68%"
"08/08/2023","19,240.0","19,470.0","20,190.0","19,140.0","68.70K","-0.36%"
"08/07/2023","19,310.0","18,950.0","19,310.0","18,950.0","272.40K","1.90%"
"08/04/2023","18,950.0","18,860.0","18,950.0","18,860.0","34.00K","0.48%"
"08/03/2023","18,860.0","18,400.0","18,900.0","18,400.0","39.10K","0.75%"
"08/02/2023","18,720.0","18,780.0","18,900.0","18,720.0","319.80K","-0.37%"
"08/01/2023","18,790.0","18,820.0","19,050.0","18,790.0","53.10K","0.00%"
"07/31/2023","18,790.0","18,610.0","18,900.0","18,610.0","297.30K","1.08%"
"07/28/2023","18,590.0","18,530.0","18,650.0","18,500.0","94.10K","0.81%"
"07/27/2023","18,440.0","18,450.0","18,580.0","18,310.0","331.90K","-0.05%"
"07/26/2023","18,450.0","18,590.0","18,590.0","18,410.0","404.60K","0.38%"
"07/25/2023","18,380.0","18,350.0","18,710.0","18,350.0","269.70K","0.16%"
"07/24/2023","18,350.0","18,150.0","18,350.0","18,150.0","147.10K","1.33%"
"07/21/2023","18,110.0","17,900.0","18,200.0","17,900.0","44.40K","0.89%"
"07/20/2023","17,950.0","18,000.0","18,090.0","17,930.0","65.90K","-0.06%"
"07/19/2023","17,960.0","18,120.0","18,230.0","17,960.0","258.30K","-0.17%"
"07/18/2023","17,990.0","17,980.0","18,100.0","17,980.0","75.50K","0.00%"
"07/17/2023","17,990.0","18,370.0","18,370.0","17,940.0","709.20K","0.06%"
"07/14/2023","17,980.0","18,000.0","18,070.0","17,690.0","736.70K","0.62%"
"07/13/2023","17,870.0","18,290.0","18,290.0","17,860.0","33.10K","0.39%"
"07/12/2023","17,800.0","18,110.0","18,110.0","17,800.0","111.90K","-1.71%"
"07/11/2023","18,110.0","18,430.0","18,430.0","17,940.0","23.00K","0.95%"
"07/10/2023","17,940.0","17,700.0","17,940.0","17,700.0","252.10K","1.87%"
"07/07/2023","17,610.0","17,570.0","17,660.0","17,410.0","303.60K","0.40%"
"07/06/2023","17,540.0","17,830.0","17,850.0","17,500.0","11.40K","-1.18%"
"07/05/2023","17,750.0","17,850.0","17,850.0","17,710.0","24.30K","0.91%"
"07/04/2023","17,590.0","17,590.0","17,650.0","17,590.0","73.60K","0.06%"
"07/03/2023","17,580.0","17,550.0","17,780.0","17,540.0","239.70K","0.23%"
"06/30/2023","17,540.0","17,710.0","17,710.0","17,540.0","297.30K","-0.96%"
"06/29/2023","17,710.0","18,000.0","18,000.0","17,700.0","85.00K","-1.56%"
"06/28/2023","17,990.0","18,000.0","18,000.0","17,090.0","144.90K","0.50%"
"06/27/2023","17,900.0","17,600.0","17,900.0","17,600.0","43.20K","1.19%"
"06/26/2023","17,690.0","17,800.0","17,970.0","17,570.0","292.10K","-0.23%"
"06/23/2023","17,730.0","17,870.0","17,900.0","17,660.0","78.50K","0.40%"
"06/22/2023","17,660.0","17,500.0","17,790.0","17,500.0","215.30K","0.91%"
"06/21/2023","17,500.0","17,270.0","17,580.0","17,270.0","66.80K","1.33%"
"06/20/2023","17,270.0","17,500.0","17,500.0","16,450.0","6.80K","-0.17%"
"06/19/2023","17,300.0","17,400.0","17,490.0","17,300.0","31.00K","0.23%"
"06/16/2023","17,260.0","17,470.0","17,750.0","17,260.0","129.10K","1.23%"
"06/15/2023","17,050.0","17,300.0","17,300.0","17,050.0","249.90K","-0.87%"
"06/14/2023","17,200.0","16,920.0","17,500.0","16,910.0","472.60K","0.00%"
"06/13/2023","17,200.0","17,200.0","17,310.0","16,000.0","1.96M","0.58%"
"06/12/2023","17,100.0","17,280.0","17,280.0","16,950.0","21.30K","0.23%"
"06/09/2023","17,060.0","16,610.0","17,110.0","16,610.0","7.20K","0.00%"
"06/08/2023","17,060.0","17,340.0","17,400.0","17,010.0","305.40K","-1.61%"
"06/07/2023","17,340.0","17,350.0","17,400.0","17,280.0","235.30K","0.46%"
"06/06/2023","17,260.0","17,400.0","17,400.0","17,050.0","49.20K","0.94%"
"06/05/2023","17,100.0","17,040.0","17,320.0","17,040.0","86.80K","0.35%"
"06/02/2023","17,040.0","16,900.0","17,150.0","16,000.0","142.40K","5.19%"
"06/01/2023","16,200.0","16,300.0","16,610.0","16,200.0","156.10K","-0.31%"
"05/31/2023","16,250.0","16,870.0","16,870.0","16,250.0","15.20K","-1.40%"
"05/30/2023","16,480.0","16,310.0","16,620.0","16,310.0","148.80K","0.12%"
"05/29/2023","16,460.0","16,150.0","16,460.0","16,130.0","86.90K","2.55%"
"05/26/2023","16,050.0","16,100.0","16,150.0","16,050.0","14.00K","-0.62%"
"05/25/2023","16,150.0","16,310.0","16,310.0","16,150.0","4.30K","-0.55%"
"05/24/2023","16,240.0","16,700.0","16,700.0","16,240.0","86.20K","-0.79%"
"05/23/2023","16,370.0","16,900.0","16,900.0","16,280.0","23.40K","0.06%"
"05/22/2023","16,360.0","16,330.0","16,400.0","16,300.0","5.40K","0.37%"
"05/19/2023","16,300.0","16,290.0","16,300.0","16,140.0","193.90K","0.06%"
"05/18/2023","16,290.0","16,100.0","16,290.0","16,060.0","156.70K","1.18%"
"05/17/2023","16,100.0","16,200.0","16,210.0","16,100.0","349.20K","-0.98%"
"05/16/2023","16,260.0","16,270.0","16,370.0","16,180.0","50.50K","-0.06%"
"05/15/2023","16,270.0","16,330.0","16,400.0","16,240.0","15.80K","0.43%"
"05/12/2023","16,200.0","16,140.0","16,200.0","16,000.0","16.00K","0.37%"
"05/11/2023","16,140.0","16,150.0","16,150.0","16,000.0","111.40K","-0.06%"
"05/10/2023","16,150.0","16,000.0","16,150.0","15,940.0","191.50K","1.32%"
"05/09/2023","15,940.0","15,880.0","16,000.0","15,800.0","19.20K","-0.38%"
"05/08/2023","16,000.0","15,780.0","16,000.0","15,680.0","22.90K","0.00%"
"05/05/2023","16,000.0","15,400.0","16,250.0","15,400.0","4.40K","1.01%"
"05/04/2023","15,840.0","15,970.0","15,970.0","15,610.0","43.40K","-0.81%"
"04/28/2023","15,970.0","15,800.0","16,000.0","15,800.0","71.50K","1.08%"
"04/27/2023","15,800.0","15,660.0","15,910.0","15,510.0","371.90K","0.89%"
"04/26/2023","15,660.0","15,710.0","15,710.0","15,420.0","341.00K","0.38%"
"04/25/2023","15,600.0","15,700.0","15,860.0","15,510.0","16.80K","-0.13%"
"04/24/2023","15,620.0","16,100.0","16,100.0","15,600.0","13.60K","-0.76%"
"04/21/2023","15,740.0","15,800.0","15,800.0","15,630.0","9.80K","-0.57%"
"04/20/2023","15,830.0","15,850.0","15,910.0","15,600.0","23.20K","-1.86%"
"04/19/2023","16,130.0","16,300.0","16,300.0","15,740.0","20.30K","0.75%"
"04/18/2023","16,010.0","16,250.0","16,250.0","16,010.0","56.30K","-0.56%"
"04/17/2023","16,100.0","16,400.0","16,400.0","15,930.0","22.80K","-1.11%"
"04/14/2023","16,280.0","16,250.0","16,430.0","16,140.0","27.50K","0.18%"
"04/13/2023","16,250.0","16,420.0","16,420.0","16,070.0","12.60K","0.00%"
"04/12/2023","16,250.0","16,300.0","16,430.0","16,250.0","23.40K","0.87%"
"04/11/2023","16,110.0","16,350.0","16,350.0","16,010.0","12.10K","-0.74%"
"04/10/2023","16,230.0","16,010.0","16,470.0","16,010.0","79.10K","1.44%"
"04/07/2023","16,000.0","16,220.0","16,220.0","15,910.0","245.40K","-1.42%"
"04/06/2023","16,230.0","16,390.0","16,390.0","16,020.0","23.90K","0.06%"
"04/05/2023","16,220.0","16,240.0","16,470.0","16,220.0","100.30K","0.00%"
"04/04/2023","16,220.0","16,340.0","16,360.0","16,200.0","92.90K","0.12%"
"04/03/2023","16,200.0","16,110.0","16,290.0","16,110.0","439.50K","0.56%"
"03/31/2023","16,110.0","16,200.0","16,200.0","15,840.0","22.70K","0.94%"
"03/30/2023","15,960.0","15,990.0","15,990.0","15,870.0","13.00K","1.27%"
"03/29/2023","15,760.0","16,200.0","16,200.0","15,570.0","15.90K","-0.69%"
"03/28/2023","15,870.0","15,780.0","15,940.0","15,720.0","66.60K","2.85%"
"03/27/2023","15,430.0","15,260.0","15,680.0","15,260.0","18.70K","0.19%"
"03/24/2023","15,400.0","15,000.0","15,550.0","15,000.0","73.20K","0.72%"
"03/23/2023","15,290.0","15,210.0","15,330.0","15,210.0","39.10K","-1.29%"
"03/22/2023","15,490.0","15,080.0","15,490.0","15,080.0","106.80K","2.79%"
"03/21/2023","15,070.0","15,280.0","15,280.0","14,900.0","30.00K","1.01%"
"03/20/2023","14,920.0","15,130.0","15,160.0","14,910.0","41.90K","-1.58%"
"03/17/2023","15,160.0","15,460.0","15,460.0","15,120.0","20.30K","0.33%"
"03/16/2023","15,110.0","15,370.0","15,370.0","14,900.0","61.60K","-1.69%"
"03/15/2023","15,370.0","15,440.0","15,490.0","15,260.0","97.00K","2.60%"
"03/14/2023","14,980.0","15,200.0","15,300.0","14,980.0","16.10K","-1.77%"
"03/13/2023","15,250.0","15,310.0","15,350.0","15,230.0","73.20K","-0.39%"
"03/10/2023","15,310.0","15,310.0","15,460.0","15,000.0","70.40K","0.13%"
"03/09/2023","15,290.0","15,230.0","15,500.0","15,200.0","144.80K","2.55%"
"03/08/2023","14,910.0","14,950.0","15,130.0","14,870.0","24.50K","0.34%"
"03/07/2023","14,860.0","14,990.0","15,230.0","14,860.0","646.80K","0.95%"
"03/06/2023","14,720.0","14,660.0","15,200.0","14,660.0","44.30K","0.41%"
"03/03/2023","14,660.0","15,090.0","15,090.0","14,660.0","6.50K","-2.46%"
"03/02/2023","15,030.0","14,760.0","15,100.0","14,750.0","523.80K","1.83%"
"03/01/2023","14,760.0","14,480.0","14,800.0","14,430.0","99.90K","1.37%"
"02/28/2023","14,560.0","14,600.0","14,640.0","14,530.0","12.70K","-0.27%"
"02/27/2023","14,600.0","14,520.0","14,690.0","14,300.0","1.29M","-1.68%"
"02/24/2023","14,850.0","15,100.0","15,100.0","14,850.0","217.10K","-1.53%"
"02/23/2023","15,080.0","15,700.0","15,700.0","14,730.0","432.90K","-1.44%"
"02/22/2023","15,300.0","15,590.0","15,600.0","15,300.0","18.40K","-2.17%"
"02/21/2023","15,640.0","15,740.0","15,830.0","15,640.0","258.10K","-0.38%"
"02/20/2023","15,700.0","15,010.0","15,700.0","15,000.0","355.10K","4.60%"
"02/17/2023","15,010.0","14,950.0","15,180.0","14,940.0","48.40K","1.01%"
"02/16/2023","14,860.0","14,990.0","15,030.0","14,860.0","51.00K","0.34%"
"02/15/2023","14,810.0","14,760.0","14,990.0","14,710.0","26.90K","1.37%"
"02/14/2023","14,610.0","14,500.0","14,790.0","14,500.0","16.20K","-0.20%"
"02/13/2023","14,640.0","15,100.0","15,100.0","14,380.0","444.00K","-3.17%"
"02/10/2023","15,120.0","15,120.0","15,290.0","15,120.0","17.00K","-1.18%"
"02/09/2023","15,300.0","15,300.0","15,440.0","15,300.0","10.20K","0.00%"
"02/08/2023","15,300.0","15,410.0","15,530.0","15,300.0","27.50K","-0.65%"
"02/07/2023","15,400.0","15,610.0","15,700.0","15,360.0","14.60K","-1.03%"
"02/06/2023","15,560.0","15,600.0","15,700.0","15,400.0","167.90K","-0.51%"
"02/03/2023","15,640.0","15,700.0","15,810.0","15,640.0","479.90K","0.06%"
"02/02/2023","15,630.0","15,750.0","15,930.0","15,630.0","266.40K","-0.76%"
"02/01/2023","15,750.0","16,220.0","16,420.0","15,740.0","55.60K","-2.30%"
"01/31/2023","16,120.0","16,000.0","16,120.0","15,740.0","477.30K","0.94%"
"01/30/2023","15,970.0","16,580.0","16,580.0","15,970.0","28.10K","-2.08%"
"01/27/2023","16,310.0","16,500.0","16,640.0","15,600.0","81.50K","0.62%"
"01/19/2023","16,210.0","16,150.0","16,350.0","16,150.0","428.20K","0.87%"
"01/18/2023","16,070.0","16,210.0","16,210.0","16,000.0","65.50K","1.07%"
"01/17/2023","15,900.0","15,410.0","16,000.0","15,410.0","54.60K","2.71%"
"01/16/2023","15,480.0","15,410.0","15,590.0","15,410.0","33.40K","1.04%"
"01/13/2023","15,320.0","15,520.0","15,580.0","15,320.0","13.80K","0.79%"
"01/12/2023","15,200.0","15,350.0","15,380.0","15,200.0","719.60K","-0.52%"
"01/11/2023","15,280.0","15,300.0","15,510.0","15,280.0","16.00K","0.46%"
"01/10/2023","15,210.0","15,250.0","15,390.0","15,150.0","11.00K","0.60%"
"01/09/2023","15,120.0","15,510.0","15,520.0","15,120.0","192.90K","-0.13%"
"01/06/2023","15,140.0","15,490.0","15,550.0","15,120.0","275.60K","0.40%"
"01/05/2023","15,080.0","15,010.0","15,240.0","14,970.0","712.50K","1.21%"
"01/04/2023","14,900.0","14,800.0","15,210.0","14,800.0","319.30K","2.76%"
"01/03/2023","14,500.0","14,370.0","14,880.0","14,370.0","61.90K","1.05%"
"12/30/2022","14,350.0","14,770.0","14,770.0","14,330.0","24.80K","0.00%"
"12/29/2022","14,350.0","14,340.0","14,600.0","14,340.0","326.60K","-0.21%"
"12/28/2022","14,380.0","14,350.0","14,460.0","14,240.0","277.90K","1.63%"
"12/27/2022","14,150.0","14,370.0","14,510.0","14,080.0","298.50K","0.07%"
"12/26/2022","14,140.0","14,750.0","14,750.0","14,140.0","75.30K","-4.97%"
"12/23/2022","14,880.0","14,820.0","15,030.0","14,720.0","1.49M","0.54%"
"12/22/2022","14,800.0","14,660.0","15,160.0","14,650.0","437.90K","1.02%"
"12/21/2022","14,650.0","14,980.0","14,980.0","14,520.0","426.70K","-0.20%"
"12/20/2022","14,680.0","15,100.0","15,160.0","14,500.0","86.80K","-3.55%"
"12/19/2022","15,220.0","15,420.0","15,500.0","15,200.0","68.10K","-0.26%"
"12/16/2022","15,260.0","15,250.0","15,330.0","15,100.0","419.50K","0.07%"
"12/15/2022","15,250.0","15,220.0","15,320.0","15,160.0","681.40K","1.33%"
"12/14/2022","15,050.0","15,380.0","15,380.0","14,980.0","604.60K","1.69%"
"12/13/2022","14,800.0","14,280.0","14,800.0","14,280.0","588.20K","2.07%"
"12/12/2022","14,500.0","14,830.0","14,920.0","14,500.0","24.00K","-2.55%"
"12/09/2022","14,880.0","14,880.0","14,910.0","14,600.0","52.20K","1.29%"
"12/08/2022","14,690.0","14,530.0","15,100.0","14,530.0","993.40K","3.45%"
"12/07/2022","14,200.0","14,600.0","14,800.0","14,200.0","384.50K","-3.40%"
"12/06/2022","14,700.0","14,850.0","15,700.0","14,700.0","236.50K","-2.20%"
"12/05/2022","15,030.0","15,180.0","15,420.0","15,000.0","761.10K","2.24%"
"12/02/2022","14,700.0","14,510.0","14,800.0","14,030.0","707.80K","1.38%"
"12/01/2022","14,500.0","14,300.0","14,500.0","13,000.0","1.97M","4.02%"
"11/30/2022","13,940.0","14,010.0","14,010.0","13,570.0","333.20K","1.75%"
